c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,y
966274,484672,639673,957121,641409,697940,931598,659931,632238,284262,519346,866001,0
456515,455670,430983,819215,954596,202040,128459,589909,958665,271110,462158,659261,0
312259,500988,813818,976349,658479,819977,852008,283089,16672,571948,956392,30256,0
591991,521598,18067,802713,647977,490776,337211,761976,568016,640788,410189,300709,0
77781,281476,538351,51468,341839,157496,827494,374909,242726,925700,911305,942523,0
298383,415748,934362,525610,452107,283334,899876,264161,604684,641239,584178,124803,0
957130,395836,889560,872119,897624,42452,859314,456725,540228,940196,495655,41210,0
976134,250374,429613,313100,80405,241766,74447,826820,408624,509119,131475,918938,0
532813,731775,981624,381076,874120,375294,181675,565727,482393,447578,983613,12286,0
648521,100268,180507,126500,948952,479372,557093,86937,781546,178348,984297,646163,0
100767,574684,758586,132390,142211,554886,333635,185117,656999,432734,208197,70436,0
199499,469478,520167,437884,204025,11960,147475,508999,875506,62390,818438,676089,0
167991,837495,719837,846129,777464,600938,368667,195621,738778,103395,337106,206784,0
255983,545286,669271,177128,108501,11064,931900,742864,332315,593419,756411,857738,0
134597,317256,424571,892749,327265,554122,252369,551717,296857,544723,137959,350800,0
63467,592520,465997,986801,907266,939581,701585,837468,583571,566573,580765,462657,0
488229,495590,732900,804197,258117,459167,614066,634386,627416,23506,478728,510290,0
648263,613340,35197,627242,787708,593677,755493,426924,485860,370436,162412,85449,0
364537,464094,627821,546996,220543,121921,948431,775287,290740,688306,875792,477222,0
518601,148532,872768,192736,30107,505837,148268,510118,555518,249628,466499,84597,0
145527,2820,827274,323914,819374,296257,678262,102524,417448,559733,702360,874609,0
113511,486030,770234,138012,693701,853076,345742,840857,211332,939894,392654,638823,0
317657,286432,936406,824455,849814,254197,319476,423860,739709,215,529893,317084,0
53851,449950,858604,621282,70103,55477,671942,941539,657472,47715,719383,853876,0
730561,523278,906164,730930,639407,84331,986317,133134,542231,125066,666646,643066,0
26311,198608,110399,957731,227169,857736,893737,952489,624685,815271,359712,518277,0
513471,684378,794320,160934,935382,535453,701490,702772,749030,201756,474615,79672,0
920958,652554,699769,245978,818332,817224,944263,199098,347851,765849,543387,351207,0
280559,628590,591441,227012,370691,142685,529968,997465,384295,967680,642490,457366,0
40657,950813,878862,203238,392751,148707,109864,88588,174337,360177,193640,37721,0
546973,167640,495553,599882,845788,651549,553698,513506,670961,897344,472163,884625,0
133167,830781,614785,614224,308265,466909,972257,336314,762038,34543,693055,476171,0
242787,257718,2831,105458,655731,810646,618860,148041,350418,101574,843247,626048,0
827398,108816,682603,885099,967994,339371,420818,62769,883791,215706,157940,392429,0
291231,272168,719353,853241,613465,851250,325796,379595,232656,961485,896598,7138,0
147709,415798,850342,647594,556187,733356,782545,423033,232888,538786,831594,935778,0
413717,119526,330791,943405,845710,337803,49810,322889,842127,782212,961919,86538,0
233747,331956,769030,894081,819896,257269,774017,138579,723750,64443,774965,684121,0
210767,339330,97057,418168,24173,957452,43258,193749,469346,785354,584651,622168,0
500567,941091,987518,272010,967552,328889,637632,14717,363014,449627,443141,633501,0
697491,919183,322327,696410,661165,24441,103384,383503,841222,770933,681760,638354,0
469771,524416,426301,679462,849032,497575,524274,37199,343539,404264,347220,834534,0
212465,127624,282291,396650,662981,802604,313502,615957,159071,814509,645783,994393,0
586903,84764,153781,628738,74055,906236,483036,436071,503389,827041,857146,325,0
261983,865747,581145,230984,202817,23755,501044,1693,916120,20221,152848,916811,0
886274,780809,379461,746605,662427,98051,417396,709455,553577,507889,923179,999588,0
614449,978265,618103,474146,371907,729631,334896,74525,228645,727637,556195,486872,0
82719,962293,521467,254146,455765,238653,959595,567441,78511,74055,920128,1735,0
775824,938667,367705,191894,885602,567523,181235,727196,412590,736509,718824,411724,0
473557,688502,178795,351726,666033,773346,797352,818187,293628,694466,69290,22863,0
117669,410328,351281,985409,58143,826076,210193,75536,704782,516894,903486,934969,0
874302,965287,844734,154534,450123,834564,524769,27702,128324,396710,944742,441097,0
680521,207998,24299,899141,814282,296851,281277,286628,349164,237255,217868,158794,0
93255,258936,30149,601168,60325,842352,418693,801903,836955,24255,226012,926368,0
749532,60260,988322,731032,685219,702443,407061,965633,862459,226261,553275,114738,0
895340,535748,795708,449312,885660,593895,685729,369146,10130,994488,928902,206101,0
583215,458126,682889,315596,387689,315593,115097,406190,313161,563818,636150,194482,0
926890,592828,559617,725110,740658,371923,679229,652452,410315,326156,100968,242843,0
742614,754729,873976,70712,325,740740,875684,301398,852212,269410,913280,574480,0
287455,887495,399691,277330,205679,754426,807362,271702,819044,617184,151551,789870,0
492571,1598,241263,731855,689191,281567,828388,135926,874536,41273,826957,268150,0
668459,896851,605905,874663,162153,225461,573069,465670,954468,198655,667036,558477,0
305567,947955,773806,241364,976302,624093,909608,937789,660033,648619,793908,66962,0
374927,29786,609973,701378,363715,592047,623809,779655,230705,554717,202337,251865,0
449053,354412,450393,277474,723887,739112,628649,790552,370066,218010,896125,598740,0
874066,550566,534585,686992,654607,225407,364499,186633,983607,27704,859433,702581,0
458199,912743,438155,266780,600427,441803,359819,671319,486658,27596,194669,441006,0
165095,394838,679669,908625,748236,382977,910976,690169,669646,573322,619955,768146,0
449627,909323,726537,409720,534275,519115,241577,546057,787075,133737,357476,234744,0
146897,986245,993230,678124,608741,347,633413,255485,30030,974334,724478,944180,0
446641,972259,315549,564876,209075,246011,319081,812868,543738,19617,109853,514624,0
281573,452342,302513,199954,674945,729037,947270,432035,123216,764228,527431,690241,0
427427,418334,916796,96102,913878,543441,413063,336225,277645,918297,151204,176274,0
435951,584180,881264,486330,347561,150407,89697,952914,600737,136852,90962,875620,0
252217,149834,655607,253820,227617,439321,117925,473699,677271,509988,510817,727888,0
183405,516246,97521,877659,799244,842512,31297,572817,158379,771977,377677,89971,0
177577,533750,211847,987219,152387,202735,233545,330285,356721,537875,926811,472180,0
263093,10120,517879,141824,661633,961594,419273,617961,385017,859530,62526,306803,0
198491,270460,223063,366910,543217,618547,330565,547935,381851,638417,118187,910751,0
478801,70584,230273,771929,98719,847304,813648,706351,718603,63113,682295,55133,0
610475,53982,385863,210551,601774,600470,347170,679356,88206,931839,900739,512706,0
511151,971185,304409,392295,731595,985781,602640,491058,275672,563024,988701,920652,0
84991,316986,798674,371081,133346,458004,443400,87096,95464,466594,596945,843013,0
291727,347862,75313,731580,839411,414484,85630,826185,129420,72342,283721,234751,0
648795,169228,253535,966588,60192,273454,987557,15704,645944,136735,374598,37348,0
112897,668924,915872,889608,928815,632468,289546,979461,756693,603005,461384,958578,0
920330,251188,78223,90151,322592,879175,42144,406022,617908,900802,754000,774599,0
20987,893201,217699,67113,98980,835951,426862,931675,37738,702463,363389,604367,0
599097,528924,983762,63265,571544,585984,272690,105274,941536,715920,504022,406128,0
510803,852353,703459,84437,167648,966775,443882,443620,656227,558750,675420,234833,0
601039,834545,778988,960264,421534,738661,339690,781729,534955,664364,428493,431116,0
48341,716548,404071,143545,705312,536944,330202,997003,907278,498586,497739,919650,0
963702,891563,666935,71357,706924,401258,798227,37348,236539,346911,924947,620700,0
131573,198882,93959,565513,797281,603790,997381,202366,972946,967026,574018,847954,0
325535,914897,443661,290159,955347,752689,182740,32692,145097,866624,683359,586262,0
23443,871685,339651,63887,164080,217108,61962,623552,283847,321805,318661,818960,0
147483,178898,47873,99113,270304,341416,352586,392931,180672,754993,231336,538500,0
977698,123996,253989,67227,379322,593128,214738,436321,537150,266928,931857,310903,0
532437,701128,688305,357789,410332,446248,649748,721101,739209,131540,250223,17956,0
648513,313026,610307,712837,725950,76076,73342,747678,597602,805967,975916,81935,0
22585,759601,639947,810966,914187,967749,405602,43451,865379,270027,463624,395968,0
357913,290632,643751,590857,668546,534568,455648,943790,299864,61657,879617,972926,0
882530,655418,377485,254629,364344,177928,636762,872368,476536,481155,882408,682644,0
847180,558766,454583,495959,199134,410160,147030,749756,708462,769166,554725,178729,0
494079,747051,650727,967064,205368,678464,638074,200419,915938,906851,296288,246564,0
712639,746545,521629,946658,654292,950727,968859,761666,132781,429284,699502,111541,0
720617,183698,943672,66531,412210,52046,415968,803378,334215,718100,145903,946879,0
449583,979303,347459,291819,294014,867971,139254,613727,178669,347184,762008,712929,0
151927,376344,772796,897722,595622,531886,957505,429529,405737,385767,838641,693298,0
672357,218422,997328,935086,422612,734959,869269,390685,147915,735998,851613,885758,0
884350,319250,172561,622321,599644,674524,379494,964400,406627,133669,181883,801761,0
882618,292632,384921,855804,955641,263750,751811,439951,436033,918656,880470,56659,0
339733,97184,156177,6513,29264,501572,544541,967757,565450,565310,262058,494362,0
910498,238678,408989,183655,403642,805021,865186,350846,192040,87104,714866,559513,0
848474,137610,203171,311871,619886,838641,953000,245458,723016,628710,614415,117246,0
803246,693742,568695,2959,263370,780535,435361,884147,188190,295518,896428,192143,0
285423,760699,567439,563467,896193,53994,616599,821213,471496,434867,708540,127850,0
785128,527550,90239,356649,856509,443912,810966,100208,462658,312233,963293,28117,0
876364,313430,896072,241615,941357,532992,407685,481482,107530,792396,430715,188184,0
439141,76810,118133,570005,975995,66634,346717,920555,746885,660429,602447,471699,0
877172,410984,264633,931702,831701,611852,981166,987647,512273,466424,888725,186568,0
513453,80352,939018,613513,852687,199090,251273,54870,977880,714982,31260,322991,0
825504,892805,234493,900144,302234,10162,797386,614204,888842,218442,704711,353348,0
273193,771373,619137,412179,639476,384536,845348,239158,618459,317296,136123,126421,0
261077,75576,34169,339017,415816,230562,887230,446014,430205,795310,787061,306140,0
781276,810173,375607,637403,343402,347728,229039,16424,659381,671165,881607,529187,0
718419,750699,918656,64811,863521,662322,109061,497576,226205,653301,830852,506990,0
470823,817061,418491,674299,313106,473964,395145,597584,238559,306965,880662,481047,0
847460,901917,132617,200445,112772,487502,293897,109627,311462,350642,665030,725336,0
666069,756967,451777,480497,323352,560106,895816,536201,372900,660588,571724,2405,0
222509,392398,849918,896836,761617,246246,83287,806314,634936,21754,227835,58808,0
42555,764675,677475,260755,408956,63292,570721,401983,360122,862177,394201,592267,0
6053,419614,788666,762286,80676,36668,615829,994638,429604,748056,195318,584688,0
373493,496942,733238,232379,673830,400892,623143,741528,535694,373911,81300,617233,0
928058,364220,895138,373319,764737,681332,824386,939368,832357,181057,744056,983725,0
157181,458034,136119,58521,370466,120478,508687,266561,872801,594087,44277,879540,0
554879,991239,233935,229009,266244,610016,825890,664191,534159,519784,823037,335168,0
300213,421404,92283,825090,930879,977271,401767,798774,299413,969935,939845,213455,0
178563,134316,917894,26533,32434,712494,55507,360137,917062,880385,391727,72300,0
538773,943095,611483,611205,502324,429952,637585,749562,950960,41140,584563,408737,0
946980,714918,964900,408337,793721,103044,917272,728081,837226,446151,822019,214668,0
586857,70798,93723,691283,26618,261860,183707,308307,505199,946410,75080,760050,0
229219,49336,702711,272961,227318,220622,962542,160523,790066,121647,188153,110702,0
16203,948877,521361,30067,444142,335446,169543,769606,931568,575129,297899,47839,0
432493,692404,301803,738120,101778,374975,488566,522652,171814,346162,971651,569944,0
548745,265454,388655,860626,396560,532403,163910,36524,663864,20250,163008,273537,0
374639,841997,101759,432977,508372,18407,504336,578974,428884,450744,447199,348882,0
32577,809865,394499,82139,953515,366665,490456,311760,2696,500722,597643,103263,0
388557,891271,694773,422455,160472,263977,161080,428404,445860,84127,300744,722808,0
341165,665074,72811,862792,848891,115891,72572,557142,573932,255943,4900,35539,0
667267,194180,359743,741214,586650,280639,403354,48984,697876,711073,347629,142062,0
812826,461546,441361,320423,64970,209165,298226,327906,889481,904218,524039,609779,0
327077,125216,651025,626407,101934,567933,786267,337752,14969,706640,617556,476814,0
407379,554962,846598,441493,766337,322511,393678,105646,25459,663898,703818,631397,0
547913,136306,752970,597419,654446,315883,590398,434514,723171,357028,587001,687748,0
286685,264534,37219,745578,792557,239571,934165,108034,68887,689234,593567,224937,0
462887,959395,674187,557093,676474,990680,69676,425666,63339,184521,674814,849837,0
683127,357820,918864,847840,786117,882106,666888,737005,953532,684765,205782,626709,0
757292,897059,473355,344805,163894,240759,42236,828313,3025,931084,599601,898771,0
255593,851179,545165,976048,221010,793390,229446,120472,840246,413961,956054,259723,0
635541,666650,415951,782142,13742,781386,273898,486225,205398,444422,876379,818421,0
883206,191784,266823,111605,911153,230889,438258,332507,581548,988397,266212,483797,0
963886,143884,819726,583039,477228,364025,994935,978432,752215,311446,914072,285720,0
433065,359874,388031,862598,98040,985536,2140,886058,636364,781757,28393,909386,0
559649,12104,145179,817888,794053,932584,914351,922154,20692,844318,835789,754243,0
